 [  495421.6572248   5725230.52374741]
 [  493240.33341152  5732550.59470479]
 [  497365.16840903  5726410.58312067]
 [  492425.46178363  5731426.84548807]
 [  486173.32383045  5731375.72321163]
 [  498053.65503766  5723728.71890319]
 [  496251.12180425  5724843.19277805]
 [  488434.4718823   5730471.1619802 ]
 [  499942.93989364  5721134.83601998]
 [  488269.54980395  5731491.72069611]
 [  496357.76437356  5725199.49013863]
 [  498890.92373596  5723256.1487492 ]
 [  490361.02212983  5734423.0211503 ]
 [  491246.34602749  5733459.74187202]
 [  499455.52056767  5723251.11090345]
 [  500248.17910874  5727546.30708356]
 [  489872.33618321  5729118.99196547]
 [  499103.02295331  5724295.28206586]
 [  500660.24690243  5726459.40839522]
 [  496386.39478432  5722346.25073094]
 [  493057.0727659   5728180.44655417]
 [  496762.642402    5722048.19270905]
 [  489578.41415385  5728966.77650016]
 [  497833.07869337  5731551.45112679]
 [  496167.55464211  5728862.52973857]
 [  492655.96008117  5730551.35172742]
 [  492672.84000158  5725664.63208897]
 [  499864.59667451  5718178.73674585]
 [  492118.13680285  5725354.90221326]
 [  492122.5812816   5732638.70796668]
 [  501191.3815714   5728183.39443701]
 [  493779.02709878  5731669.02162707]
 [  499409.01891673  5729840.92084242]
 [  498611.79496269  5722345.33510471]
 [  499299.95114638  5728775.12586535]
 [  494182.53287168  5729877.85827156]
 [  500247.14287672  5725486.85670328]
 [  500608.77165813  5728168.51106117]
 [  500696.33729578  5722059.41449812]
 [  500160.22181756  5724715.9262325 ]
 [  498441.27012971  5727579.40104405]
 [  491006.54523768  5727982.23596283]
 [  501233.73331761  5718943.94377024]
 [  500390.24994074  5725985.79195301]
 [  488691.70008265  5728208.89589023]
 [  497241.21431705  5733939.89334203]
 [  499090.39719512  5721665.44787752]
 [  494537.77661376  5730793.01184693]
 [  491610.92924586  5729989.90485415]
 [  492950.7690197   5728769.37752704]
 [  486707.93891319  5732653.33369753]
 [  492992.0306732   5729708.12724126]
 [  500611.83882436  5720537.32257567]
 [  498449.25458515  5727607.61307689]
 [  486983.29718813  5732211.47657268]
 [  498653.65839542  5734708.93537015]
 [  489704.74853771  5733545.43263207]
 [  494645.80284315  5724713.75851646]
 [  497977.09970536  5724251.92507922]
 [  500086.91653697  5724856.04624857]
 [  499454.39959265  5719753.90662867]
 [  495571.33900779  5729962.29360973]
 [  489008.22366463  5730175.09229849]
 [  497594.71283481  5727242.91036099]
 [  494133.55222814  5728691.05042795]
 [  494145.64015387  5734445.35854594]
 [  496684.51699243  5734694.97139913]
 [  491951.15411771  5728074.00813175]
 [  498660.69671954  5729665.59272759]
 [  492149.59589678  5733775.74159227]] [ 6.91326906] [ 2.][[  495206.65879475  5733671.93335649]
 [  488799.57981824  5730375.48243535]
 [  492886.62976686  5732773.42528415]
 [  493314.69418487  5730790.14468889]
 [  489566.01389173  5727407.86660146]
 [  500366.16476661  5725033.72519638]
 [  501304.11889914  5729178.04174398]
 [  491050.31593235  5732245.76071169]
 [  497867.64975965  5730019.62727766]
 [  502624.91401796  5726766.55608479]
 [  499242.49136703  5718370.05118782]
 [  490137.31281423  5728282.04505977]
 [  496355.11992449  5726534.27572478]
 [  494759.98682901  5732429.39335219]
 [  492986.96863038  5730299.79472728]
 [  498339.76872406  5734567.83531914]
 [  500626.25201586  5722028.32621631]
 [  493112.19833333  5732066.43039849]
 [  493151.60003885  5731858.35146679]
 [  498231.27866736  5728172.41280128]
 [  499213.38684996  5726401.28921169]
 [  496830.15029402  5728859.7667484 ]
 [  495880.28699368  5726533.94553988]
 [  498198.38546481  5728439.26299339]
 [  495428.75762649  5728852.39600989]
 [  494055.85642683  5726964.77757327]
 [  500047.40723219  5721696.41331437]
 [  498144.82529829  5734413.04528383]
 [  494413.55498412  5734243.85986472]
 [  496422.69201588  5729950.4713405 ]
 [  500607.61436473  5720146.50943897]
 [  502405.69500984  5726784.13122551]
 [  498326.36605623  5729025.25251268]
 [  495151.11967511  5730936.52907178]
 [  487220.51761642  5732701.66266268]
 [  486508.79818658  5733198.82770534]
 [  499449.83264994  5727859.49873066]
 [  496696.72065903  5727344.65318595]
 [  499436.5483494   5722314.82590821]
 [  488857.81994676  5728590.68006451]
 [  499521.24922864  5725673.23603792]
 [  489697.31689402  5733946.86419891]
 [  499083.8093887   5722034.85406918]
 [  496129.84095095  5732919.97166177]
 [  496029.65269533  5727142.11652001]
 [  499633.0502835   5728176.93998547]
 [  497747.62663886  5734092.36302202]
 [  488600.41151333  5728256.28181826]
 [  486911.21982621  5732797.57876315]
 [  500003.0185282   5718893.22591047]
 [  488681.76891039  5729671.57477162]
 [  489927.37441872  5729833.10920296]
 [  492805.40336575  5725315.86476935]
 [  495336.62371982  5726057.4726618 ]
 [  497451.30147558  5729132.52058067]
 [  494963.00731773  5723518.47415062]
 [  500058.02659634  5721290.10156198]
 [  492548.23908203  5732498.21329847]
 [  500289.68789633  5719210.35504186]
 [  489142.64226451  5730436.51747062]
 [  501758.60103274  5728509.25628344]
 [  497956.36397309  5726985.60755907]
 [  501120.54559194  5724587.72187431]
 [  500400.58161038  5726671.42254463]
 [  494953.62750977  5732180.67763545]
 [  490730.32791212  5732343.10592726]
 [  493134.50405974  5724514.64905489]
 [  495207.5160337   5725371.45843867]
 [  495230.57172399  5722804.25968769]
 [  493176.04400259  5724036.87495623]
 [  499322.12319947  5726552.01326453]
 [  490059.46238763  5731080.63095509]
 [  496730.66818896  5736090.13543177]
 [  498541.08610884  5723043.22639186]] [ 6.95171295] [ 1.][[  490137.09890944  5730909.248086  ]
 [  488177.2593131   5731829.19671335]
 [  501655.54812388  5729384.11538263]
 [  493201.79966975  5732256.10879468]
 [  488683.52251787  5732495.10163614]
 [  498585.71540921  5724422.20728855]
 [  491073.27142866  5733040.74656309]
 [  488826.60644186  5732920.4023885 ]
 [  496169.23619327  5733484.9615104 ]
 [  496977.14723462  5722037.08910401]
 [  498100.32310476  5729479.90372009]
 [  491025.27799992  5730532.36746343]
 [  496660.93667943  5724624.72977569]
 [  492849.5081898   5729212.41331823]
 [  498422.98153272  5730544.79867583]
 [  498038.99761907  5722615.15947428]
 [  502014.71045453  5724460.40830674]
 [  494747.40802537  5733953.82422001]
 [  491451.56497666  5733860.16245613]
 [  496965.21798668  5730470.83361568]
 [  487769.71724635  5732698.79281326]
 [  496088.91141883  5723705.7421221 ]
 [  500215.2649411   5727848.300766  ]
 [  495863.80419323  5727967.73509011]
 [  489382.52220339  5727492.97224743]
 [  501998.00580525  5723122.64300941]
 [  494855.11665051  5723353.39028301]
 [  492796.28540141  5731319.93918602]
 [  488078.50877048  5731959.93895696]
 [  493934.63942268  5733364.57966141]
 [  488395.97895683  5728514.22452771]
 [  494692.65277656  5723039.13316176]
 [  499912.6089101   5729019.22164707]
 [  500072.59029248  5728623.18409444]
 [  497609.8247632   5728987.38846294]
 [  493880.43244103  5727788.21988854]
 [  500709.98776739  5720811.15507398]
 [  494476.34100277  5730730.07724192]
 [  492093.44413879  5727803.52973199]
 [  493884.14029699  5729457.05142853]
 [  487008.67958875  5730932.61437251]
 [  495851.53636917  5724618.29825027]
 [  494396.92420269  5735097.80192086]
 [  494254.82776227  5725243.81973915]
 [  494651.54161337  5725624.0742333 ]
 [  492244.97938329  5731264.92850116]
 [  493366.77729821  5724592.94088366]
 [  500118.59558228  5721249.93072133]
 [  499119.13305439  5724936.15557847]
 [  497329.16907811  5726841.29610205]
 [  501052.1318264   5727450.48177953]
 [  492394.88833668  5728774.70864579]
 [  500551.08946657  5729823.01417579]
 [  496436.22798655  5725479.17406584]
 [  501019.41866391  5721330.4513138 ]
 [  500850.66835017  5722535.87462851]
 [  501577.24708525  5723610.97335562]
 [  499490.76841873  5721367.5715229 ]
 [  495116.93813189  5723944.34766076]
 [  500474.368856    5725440.2820652 ]
 [  498422.2716637   5728703.43196419]
 [  497157.80397865  5731301.45041741]
 [  501976.12279354  5728799.26216543]
 [  496807.29845486  5723333.47732371]
 [  500291.28682735  5720705.38082369]
 [  492633.83776241  5729702.8908485 ]
 [  487727.86486542  5733464.9557206 ]
 [  497233.63651598  5735425.98657754]
 [  498111.10459863  5722024.47535017]
 [  492670.73254087  5729751.64490572]
 [  493843.27611294  5734728.75908983]
 [  494889.81384593  5732641.70230802]
 [  501413.17117214  5722320.12012005]
 [  501968.17877701  5721467.66701385]] [ 6.94693438] [ 2.][[  492812.26744914  5733703.79516427]
 [  498828.54287655  5723616.98570592]
 [  501737.75812488  5721232.56603045]
 [  500783.3622511   5726550.82696119]
 [  498240.04542773  5723668.2735901 ]
 [  501214.92502277  5729446.20189914]
 [  494217.97618149  5732304.86054745]
 [  489424.11094085  5733031.59515195]
 [  497691.35603701  5730923.6720391 ]
 [  489784.89818071  5730213.66970429]
 [  493860.79797683  5724647.46225295]
 [  501389.57658201  5728901.60803422]
 [  500978.29330412  5720758.22586347]
 [  493000.95271019  5732478.71671912]
 [  498600.25591434  5720944.40453358]
 [  501323.0407249   5729822.86287185]
 [  500065.01583821  5722262.61698064]
 [  500973.56669947  5721608.56333385]
 [  487679.35712196  5730522.66137056]
 [  498457.43038702  5726924.15381206]
 [  497917.85818265  5729758.15250488]
 [  500122.23506309  5729567.5994798 ]
 [  496126.80774997  5734166.37461246]
 [  499876.39258223  5717438.79464765]
 [  489169.53136354  5733932.36926247]
 [  498210.98396258  5734320.64119266]
 [  501730.85202816  5723490.534213  ]
 [  500324.09611241  5722148.0324715 ]
 [  500106.74482035  5728618.77279573]
 [  491751.18548544  5729450.05604104]
 [  495544.5626598   5726508.59837831]
 [  494936.30997917  5729075.94552359]
 [  487571.73625962  5730246.57287936]
 [  500752.96277617  5729902.20340918]
 [  494411.42345233  5723356.71857241]
 [  499743.59952363  5725599.41301207]
 [  500652.9909288   5726492.70154779]
 [  493865.0464107   5724594.84941012]
 [  492374.57666605  5734893.47915716]
 [  495588.49227342  5725778.385095  ]
 [  493800.84092838  5727107.50202924]
 [  497620.44982277  5723191.52584663]
 [  495848.46236607  5731537.07956214]
 [  498162.75801819  5736665.19193282]
 [  492577.02744001  5733545.8061181 ]
 [  497531.32564614  5720570.19273799]
 [  493371.79488602  5733804.65203833]
 [  492309.29252523  5732790.75567517]
 [  498367.93556237  5728794.15382037]
 [  495653.0038105   5724320.4833583 ]
 [  497939.36338393  5725420.34468726]
 [  494098.88287246  5729634.26080631]
 [  498782.98677621  5726384.75570063]
 [  489330.45529926  5729309.02250992]
 [  489280.34874102  5731938.12474093]
 [  492036.19238768  5730921.08771114]
 [  501392.87351937  5722927.77238823]
 [  497129.03528353  5725031.79708022]
 [  497360.39113439  5733136.48942372]
 [  494501.17134905  5730952.87056534]
 [  497296.24163689  5734010.12091547]
 [  495437.35482777  5726351.86495746]
 [  484934.02770351  5731811.78589398]
 [  494552.73263657  5734297.44827817]
 [  498686.64830792  5736255.54574977]
 [  500045.56245584  5726113.59918464]
 [  491603.40673634  5729641.68697445]
 [  496762.5473009   5736254.76604694]
 [  501091.06638901  5728875.13549725]
 [  495741.41068684  5725120.07159564]
 [  495460.39253174  5727005.22516603]
 [  493270.9327914   5735334.41329891]
 [  502193.77833084  5724889.54612937]
 [  497794.09579941  5730200.42937765]] [ 6.91020437] [ 3.][[  498082.86925772  5724581.56198266]
 [  496133.01835433  5733134.40905397]
 [  488195.45034682  5731395.78639777]
 [  495163.4484415   5727263.28252771]
 [  492084.58567573  5726207.9873233 ]
 [  496010.49771519  5731601.71531552]
 [  496756.7693207   5720941.35852402]
 [  488589.39732174  5732257.66918344]
 [  487385.66330959  5730859.41963837]
 [  488421.49447486  5733644.09153373]
 [  498297.59373789  5735797.19621781]
 [  494713.35677732  5729837.35408051]
 [  490218.8442645   5730676.50274257]
 [  489146.91953726  5730863.00841048]
 [  498062.94840482  5725020.35675244]
 [  494223.31693366  5725709.05948585]
 [  493600.72947986  5729191.08769363]
 [  501043.45973454  5724163.35497679]
 [  491205.60422314  5732967.04791734]
 [  492082.88881254  5725146.85807244]
 [  495590.61114354  5735154.08714354]
 [  498422.80027546  5728635.90376825]
 [  501002.41566712  5726432.19104813]
 [  496207.27135514  5726761.10655935]
 [  497806.40274992  5731646.95089983]
 [  499734.25136968  5718221.29142512]
 [  495410.38635604  5730542.89337296]
 [  498939.64301287  5722740.55903311]
 [  491845.92846243  5731187.01920938]
 [  495898.21399086  5723348.18515083]
 [  495202.67447158  5729817.83570722]
 [  489088.18635253  5730784.23939869]
 [  496540.61279624  5732512.4527644 ]
 [  493422.0177747   5735050.22893887]
 [  496100.13995552  5731004.989204  ]
 [  498709.52881171  5720812.84860592]
 [  500133.08780321  5726289.17713054]
 [  499581.49769209  5723649.05489166]
 [  490928.35293352  5733006.1534308 ]
 [  494890.6247884   5726681.79963118]
 [  496072.92371339  5724815.77875568]
 [  495953.07945738  5733574.16634437]
 [  501134.50394766  5727291.68877712]
 [  494279.50915987  5724207.79132457]
 [  492926.65577242  5733372.33283199]
 [  501036.77163208  5729817.98794501]
 [  497379.47788707  5726225.27979505]
 [  492290.33274487  5728398.12126128]
 [  497840.44339522  5725469.48574469]
 [  499782.04324972  5727061.44547049]
 [  493080.98099931  5734452.67327863]
 [  497501.4393671   5734074.06426521]
 [  497875.32643243  5729358.40472633]
 [  501594.86751847  5727607.07013301]
 [  489028.78123718  5730836.17304828]
 [  497084.71805192  5723167.11310029]
 [  493911.88004672  5729940.52477924]
 [  501011.10158613  5729347.10176805]
 [  493595.53161972  5734027.935431  ]
 [  498540.41707178  5720101.80644859]
 [  493711.54477927  5729262.02272483]
 [  502877.13703727  5727202.13915893]
 [  498383.67675502  5726863.26243924]
 [  492211.16678989  5725369.21331315]
 [  490896.45095784  5730918.28847089]
 [  497816.05778401  5723597.97558515]
 [  493207.63602628  5729291.19384574]
 [  495741.34352612  5726003.36019042]
 [  486659.30105649  5730158.18233854]
 [  496212.16633672  5734585.73225839]
 [  500733.05983286  5729540.66618739]
 [  502338.77080103  5724993.57035523]
 [  500478.42819765  5726578.07352194]
 [  495301.90708292  5730041.62354444]] [ 6.93011602] [ 4.][[  493915.08332434  5734521.27537236]
 [  496588.65358685  5735203.08309217]
 [  498385.5522277   5722719.66070428]
 [  491411.92653101  5729909.40740512]
 [  491980.96732103  5727801.52419973]
 [  501381.40994539  5717680.95181676]
 [  489808.15321488  5732594.91663995]
 [  496177.90105351  5730981.96485665]
 [  491919.72014608  5731318.35536623]
 [  498537.13370219  5722304.98191886]
 [  493906.579406    5725441.43640773]
 [  494574.54100949  5733061.67580036]
 [  501053.90105375  5729373.67352513]
 [  496805.47670529  5735212.8029819 ]
 [  492074.73490569  5726842.1197438 ]
 [  500402.50566106  5729020.92500793]
 [  502070.9053889   5725871.15783584]
 [  491153.83208076  5731547.5277682 ]
 [  491196.01827687  5729869.69543402]
 [  488820.61628975  5729097.8447802 ]
 [  490685.03398743  5728848.72574865]
 [  492229.81110281  5731370.22222556]
 [  495167.23285194  5725396.6064788 ]
 [  496705.24280462  5726708.18022692]
 [  499246.20786321  5728607.57713442]
 [  493933.41727468  5723750.96403091]
 [  497481.82700839  5725543.15597237]
 [  490727.24971917  5730022.40737262]
 [  502805.27151053  5729064.73931153]
 [  488115.6721759   5731137.05465142]
 [  501775.0246331   5723732.49029927]
 [  494563.80288853  5732597.81868937]
 [  489671.63739614  5733362.04652937]
 [  499397.97443511  5726318.26612282]
 [  485799.00735397  5732938.61543259]
 [  496763.39004208  5722575.48064156]
 [  491765.03740853  5726881.42695774]
 [  492189.97060486  5731874.31306675]
 [  490436.00304756  5734070.25890913]
 [  488523.8542511   5731618.21821383]
 [  497091.14677009  5734223.66872897]
 [  487583.57197507  5731193.57865741]
 [  492039.38037012  5732145.25064654]
 [  489099.79387352  5733927.80072004]
 [  498486.73210073  5724673.3844842 ]
 [  497560.00343607  5729194.21125757]
 [  488705.76224036  5732634.02428304]
 [  499343.89516962  5727920.40931384]
 [  493020.45315922  5727290.64638007]
 [  495995.03698391  5728159.42816973]
 [  493346.21555284  5725868.16044172]
 [  497332.88940026  5723469.88674861]
 [  499104.35285277  5720374.44376594]
 [  492252.34604793  5733851.26488849]
 [  499624.45389536  5722389.05041363]
 [  497541.13330021  5725984.25058979]
 [  498670.24934186  5728644.7040728 ]
 [  490267.80744708  5731048.99309965]
 [  498445.70744326  5720191.45405596]
 [  489886.97157008  5730573.39403488]
 [  489788.26367452  5733157.18393309]
 [  491839.74469198  5727504.59466683]
 [  496193.92395282  5727375.39153143]
 [  493451.25664574  5728415.1455802 ]
 [  495422.45947375  5731792.11228136]
 [  497764.71861084  5723731.58362913]
 [  498889.3118562   5737063.10179075]
 [  498387.75432088  5722200.41356703]
 [  499574.50943046  5730373.36793918]
 [  497388.07492052  5727707.62573736]
 [  494823.30875761  5732016.26789294]
 [  496758.87737389  5735125.02034253]
 [  495400.83569624  5728142.70369609]
 [  496197.25379219  5723585.27993817]] [ 6.96200829] [ 3.][[  497099.44681364  5725991.56093392]
 [  496907.56228834  5730338.06973445]
 [  491360.95324505  5729516.24494499]
 [  502907.45511242  5729077.65669954]
 [  495429.84938612  5724894.12569387]
 [  499171.19693603  5730690.45256513]
 [  499004.33004357  5730420.48643105]
 [  500399.61737659  5724950.73006944]
 [  488553.09387957  5729399.04677526]
 [  496734.9370361   5734661.19274015]
 [  498700.85134798  5721994.23577303]
 [  490444.94919849  5731620.8519733 ]
 [  490739.24263887  5728029.97244414]
 [  493328.15473855  5724307.76017782]
 [  491056.27450578  5730312.04379073]
 [  501086.12766124  5717108.99010035]
 [  499791.70854086  5723129.86815319]
 [  485506.03155306  5732852.80041559]
 [  500231.88893246  5728386.24800471]
 [  497783.32996538  5727408.45976926]
 [  500148.66740522  5724269.91116286]
 [  498962.13813234  5721928.10625597]
 [  500474.61647226  5729948.12418166]
 [  495764.85604063  5734733.11506373]
 [  498097.56332508  5728457.93295285]
 [  486218.74712709  5730822.81626031]
 [  499978.80845271  5728418.43471429]
 [  491812.12973149  5729882.4079436 ]
 [  502200.30296278  5725619.50211625]
 [  499303.08405086  5719726.37492707]
 [  498523.33773279  5731112.56986175]
 [  497024.27292114  5730531.76468898]
 [  500293.83615077  5725664.40712698]
 [  498543.62809179  5720328.04376287]
 [  491654.791741    5725628.88219373]
 [  490558.07338209  5727364.1981543 ]
 [  496153.95883499  5725609.62317253]
 [  490103.58995051  5730168.8297689 ]
 [  493628.48019521  5724143.51971764]
 [  494164.22432438  5733748.88017955]
 [  496200.62011393  5732512.51554432]
 [  502026.97443083  5728967.56347436]
 [  490606.7749511   5728395.68467994]
 [  500236.56327402  5718809.98638163]
 [  497516.77751347  5724582.05853145]
 [  498405.64613867  5729001.60660597]
 [  497411.31649401  5722521.79018838]
 [  494705.82754711  5729823.20089344]
 [  498438.21788806  5729552.74157527]
 [  498519.10985983  5735870.6843517 ]
 [  495542.27035712  5731268.0858801 ]
 [  494048.21064424  5725084.76930273]
 [  500763.9925004   5725877.00477752]
 [  501464.61795311  5720170.29094843]
 [  496958.78979326  5733409.35994321]
 [  497547.08542593  5730388.37574366]
 [  499509.54085273  5719719.16748471]
 [  495521.82212861  5722152.66646472]
 [  489536.74046267  5729104.42807202]
 [  485531.83257914  5731450.67344698]
 [  497124.46925019  5729668.66444943]
 [  496383.26152264  5721830.51343057]
 [  500930.72586068  5717626.28376004]
 [  488264.29200342  5733071.80929879]
 [  498975.0841251   5726043.42093082]
 [  495907.05290252  5733690.75817664]
 [  495971.92552072  5728083.15646311]
 [  498551.68639581  5728234.03757747]
 [  494017.45397867  5726986.50755757]
 [  492952.38687279  5724957.80672038]
 [  501375.20670374  5720891.24653285]
 [  502305.5909321   5728033.25004178]
 [  500252.02579128  5726798.31523298]
 [  497380.72854172  5736628.76416608]] [ 6.86375297] [ 0.][[  495949.3084869   5732781.87671678]
 [  490807.83752175  5734564.19248377]
 [  492191.89936953  5730931.1332649 ]
 [  499437.01640059  5722648.97165465]
 [  499412.42895578  5722209.90918905]
 [  500657.55028162  5727864.95314154]
 [  497374.03858733  5720094.32681068]
 [  501898.31117287  5720991.98829906]
 [  493805.46193007  5734573.94739908]
 [  490810.36578009  5727658.3705035 ]
 [  497594.80634884  5721202.32003742]
 [  497447.07698816  5726793.81448695]
 [  495090.90212626  5726689.7749031 ]
 [  500679.13339524  5717344.60478495]
 [  497095.66753869  5721299.27888251]
 [  496358.62580056  5732895.06276086]
 [  497048.89078827  5733401.04652612]
 [  495483.45963631  5735418.49297747]
 [  498128.49930043  5721829.32541635]
 [  495148.17828666  5729270.01169075]
 [  497569.87235225  5734091.20241842]
 [  485420.37310538  5732731.69459883]
 [  498083.17107464  5727059.73825436]
 [  501290.50957406  5723119.98584792]
 [  493064.22793106  5724680.15769053]
 [  496677.61133808  5725962.29827642]
 [  497323.19648067  5725273.25610568]
 [  488874.05163912  5729721.1757985 ]
 [  497910.5253228   5728698.47695414]
 [  491380.21507369  5727766.20718676]
 [  491141.0996383   5730333.97460056]
 [  494048.73712009  5730217.81407566]
 [  497001.81996156  5733359.31003214]
 [  496179.06043133  5728147.76096405]
 [  500923.12954859  5727707.17746392]
 [  496554.27313596  5734323.67108085]
 [  489597.88641327  5728683.36951925]
 [  501861.46942107  5721070.52692998]
 [  495052.84609396  5722409.35592332]
 [  496438.14759223  5726965.56209357]
 [  499537.23937763  5724050.97702418]
 [  494032.88154816  5723038.62679403]
 [  501657.79269845  5725458.55081872]
 [  495367.59609917  5730332.50801555]
 [  491543.30664547  5731198.31839123]
 [  493714.5401174   5729624.68811407]
 [  492814.59762172  5733962.54736776]
 [  497493.61491924  5727007.0029945 ]
 [  499438.12455332  5721721.44015542]
 [  491715.41503917  5730230.19059632]
 [  485615.25574933  5732798.59413132]
 [  496727.36465736  5734637.39200133]
 [  488136.3597431   5731809.96705152]
 [  493512.77206613  5728100.78347243]
 [  501544.99537881  5721970.13300535]
 [  488407.7888568   5730830.80066998]
 [  496890.10552528  5722686.76181736]
 [  495823.7075634   5725354.22802293]
 [  501027.99082694  5727398.28216025]
 [  492314.25169136  5725340.13382622]
 [  495321.68935443  5723826.20818138]
 [  499245.88575657  5729324.76431915]
 [  492992.44294435  5732836.29155767]
 [  502391.82521457  5724157.83499795]
 [  499169.11156664  5722724.8727721 ]
 [  494830.53930162  5724708.60684717]
 [  500496.9919201   5724529.91710705]
 [  495868.97790874  5732612.79004662]
 [  487074.4652913   5733038.88278696]
 [  493369.2759672   5726660.32586492]
 [  488656.87298271  5732341.38384668]
 [  488661.87083511  5728325.50783377]
 [  499615.92542391  5725970.26504176]
 [  500261.57019144  5726300.61628263]] [ 6.93196677] [ 3.][[  492482.0208229   5728104.44821188]
 [  492738.75598763  5732000.62963492]
 [  497368.28917647  5736546.66682445]
 [  486709.94698339  5730684.03702023]
 [  487232.24870492  5732816.6884849 ]
 [  495255.12764362  5724627.48050028]
 [  493801.06171283  5734600.53117501]
 [  490666.83475333  5728724.96563597]
 [  497788.02593663  5726091.7505271 ]
 [  497796.28435044  5723547.90718183]
 [  501273.34479701  5718539.69620786]
 [  496725.72148507  5728804.67052191]
 [  489265.8832702   5729934.58390643]
 [  496891.02713024  5734152.4596146 ]
 [  488851.90280241  5731340.62380271]
 [  500779.53971841  5720369.06748007]
 [  488713.98305737  5729759.59479087]
 [  494552.14849748  5724660.82647932]
 [  494604.49152671  5729318.47918013]
 [  489709.34570583  5731776.62580669]
 [  494368.69329935  5729639.00223803]
 [  500062.18896342  5725646.73504872]
 [  501115.7733991   5727406.04162322]
 [  493619.50136929  5730222.11439755]
 [  488169.24904835  5733512.74908337]
 [  500334.08880305  5729008.48416226]
 [  497576.80221074  5727287.03888982]
 [  499096.80815424  5722945.9075288 ]
 [  489069.7107658   5732236.31249331]
 [  493636.40661613  5723360.25494252]
 [  494759.84447478  5722254.62751854]
 [  497205.33060623  5721393.58541032]
 [  492647.12641215  5730709.81034749]
 [  488483.04830865  5732752.80832278]
 [  497274.00483819  5720218.33056885]
 [  495080.08769407  5732684.11850134]
 [  502233.65038225  5729586.60927544]
 [  496744.95233189  5724032.88885917]
 [  492394.70973966  5729148.02967022]
 [  493891.58528721  5731735.49522003]
 [  497909.27767989  5726819.0387168 ]
 [  488619.89970285  5728653.43596304]
 [  490772.01868273  5730714.87717223]
 [  492236.12537266  5731013.89677615]
 [  493588.61407408  5724255.27565836]
 [  490442.64767647  5726507.68581972]
 [  494201.64018431  5735482.54231205]
 [  493675.83030957  5734765.46510708]
 [  495865.06294965  5730270.87662368]
 [  498796.75855627  5724524.37582119]
 [  486865.1368825   5731678.53198368]
 [  493839.60375245  5733440.69826886]
 [  492102.90787103  5734560.84873512]
 [  497263.36732786  5725202.02419744]
 [  501302.70935087  5724178.13313457]
 [  495265.54658542  5725246.70788268]
 [  492230.66274283  5729019.72301071]
